QID,Question_Text,Source_Sheet
AR_418,"Has the Board formally approved an AI strategy and risk appetite, and does it receive regular, candid reporting on AI risk exposure, incidents, and remediation progress?",MAIN QUESTIONS
AR_419,Are executive compensation and performance bonuses for AI product and development leaders formally tied to the successful completion of safety validations and the avoidance of compliance breaches?,MAIN QUESTIONS
AR_420,"Before training or fine-tuning models on internal or customer data, do you require governance approval and confirm that third-party providers (e.g., API vendors) are contractually barred from using your inputs to train their public base models?",MAIN QUESTIONS
AR_421,"Is an automated 'Forensic Snapshot' executed upon detection of a critical incident, immutably preserving model weights, logs, and prompt histories to ensure cryptographically verifiable evidence for regulatory disclosure?",MAIN QUESTIONS
AR_422,"Are robotics incidents independently investigated from safety, legal, technological, union, and community perspectives, and are results transparently communicated to stakeholders and regulators as required?",MAIN QUESTIONS
AR_423,"What percentage of AI systems has the organisation defined a responsibility allocation framework specifying how ai lifecycle responsibilities are distributed across the organisation, partners, suppliers, and customers — documented at the level of individual ai systems with named accountable parties per responsibility type — and actively maintained by a designated owner with updates when relationships, new ai deployments, or regulatory obligations change?",MAIN QUESTIONS
AR_424,"Are AI lifecycle responsibility allocations formally documented in legally binding instruments (contracts, SLAs, DPAs) that explicitly specify co-party accountability for AI outcomes, audit rights, and remediation?",MAIN QUESTIONS
AR_425,"Has the organisation established a documented process for assessing AI-relevant suppliers prior to onboarding and at defined intervals — evaluating AI-specific governance dimensions (data quality, model transparency, bias controls, safety testing, incident response, regulatory compliance) and jurisdictional risks — with assessment currency tracked per supplier and stale assessments triggering a defined escalation process?",MAIN QUESTIONS
AR_426,"Does the organisation maintain a current governed inventory of all AI-relevant suppliers — with each supplier's contribution type, criticality tier, assessment status, and contract review date recorded — and do supplier contracts include binding AI-specific obligations covering data governance, model documentation, incident notification timelines, audit rights, and consequences for non-compliance?",MAIN QUESTIONS
AR_427,"Rate the maturity of your Does the organisation monitor ongoing supplier performance against responsible AI requirements — tracking changes to AI governance practices, regulatory compliance status, incident history, and material component changes — with findings used to trigger reassessment, contract review, or remediation where non-conformance or deterioration is identified.",MAIN QUESTIONS
AR_428,"What percentage of systemic controls established to automatically force a re-evaluation of your original due diligence if a third-party foundation model provider materially alters their underlying training data, model weights, or inference architecture post-deployment??",MAIN QUESTIONS
AR_429,"Does the organisation require AI-relevant suppliers to disclose all AI-relevant subcontractors or subprocessors — maintaining a current subprocessor register, providing advance notification before engaging new subprocessors, flowing down responsible AI obligations, and granting the organisation the right to object to or review material subcontracting arrangements affecting AI system risk?",MAIN QUESTIONS
AR_430,"Do contracts with AI-relevant suppliers require advance notification of material changes to AI models, datasets, training methods, deployment architecture, or safety controls — with defined notification timelines proportionate to change materiality, a review window before continued reliance, and a documented process for assessing whether the change affects risk classification or intended use specifications?",MAIN QUESTIONS
AR_431,Are the financial and operational switching costs associated with executing your AI fallback strategy formally quantified and mandatorily factored into the final vendor procurement and ROI decision?,MAIN QUESTIONS
AR_432,"Has the organisation assessed concentration risk across AI-relevant supplier relationships — identifying where dependency on a single supplier, platform, or foundation model creates aggregate risk to multiple AI systems simultaneously — with concentration thresholds defined, threshold breaches triggering risk treatment, and diversification or contingency options evaluated?",MAIN QUESTIONS
