QID,Option_Order,Answer_Option
AR_462,1,Yes - Auto remediation available
AR_462,2,Partial - Manual remediation only
AR_462,3,No - No remediation actions
AR_462,4,Not Applicable - No incident response
AR_463,1,Yes - Policy guardrails enforced
AR_463,2,Partial - Guardrails partially documented
AR_463,3,No - No policy guardrails
AR_463,4,Not Applicable - No AI agents
AR_464,1,Yes - Stronger controls for action agents
AR_464,2,Partial - Controls partially differentiated
AR_464,3,No - No differentiated controls
AR_464,4,Not Applicable - No action agents
AR_465,1,Yes - Approval required for high-impact
AR_465,2,Partial - Approval partially enforced
AR_465,3,No - No approval requirements
AR_465,4,Not Applicable - No high-impact actions
AR_466,1,Yes - Comprehensive pre-production testing
AR_466,2,Partial - Limited security testing
AR_466,3,No - No agent testing
AR_466,4,Not Applicable - No agent deployments
AR_467,1,Yes - Periodic agent re-evaluation
AR_467,2,Partial - One-time assessment only
AR_467,3,No - No agent evaluation
AR_467,4,Not Applicable - No production agents
AR_468,1,Yes - Deterministic-first approach enforced
AR_468,2,Partial - Mixed decision approaches
AR_468,3,No - No deterministic priority
AR_468,4,Not Applicable - No agent decisions
AR_469,1,Yes - Runtime policy checks enforced
AR_469,2,Partial - Static policy controls
AR_469,3,No - No policy checks
AR_469,4,Not Applicable - No sensitive data
AR_470,1,Yes - Integrated identity and data controls
AR_470,2,Partial - Controls partially integrated
AR_470,3,No - No integrated controls
AR_470,4,Not Applicable - No sensitive data
AR_471,1,Yes - Same standards for all agents
AR_471,2,Partial - Standards partially applied
AR_471,3,No - No vendor agent standards
AR_471,4,Not Applicable - No vendor agents
AR_472,1,Yes - Independent oversight for multi-platform
AR_472,2,Partial - Partial oversight
AR_472,3,No - No independent oversight
AR_472,4,Not Applicable - Single platform only
AR_473,1,Yes - Agent interaction controls enforced
AR_473,2,Partial - Controls partially enforced
AR_473,3,No - No interaction controls
AR_473,4,Not Applicable - No multi-agent systems
AR_474,1,Yes - Tool restrictions enforced
AR_474,2,Partial - Restrictions partially enforced
AR_474,3,No - No tool restrictions
AR_474,4,Not Applicable - No agent tool use
AR_475,1,Yes - Agent incident process defined
AR_475,2,Partial - Process partially documented
AR_475,3,No - No incident process
AR_475,4,Not Applicable - No AI agents
AR_476,1,Yes - Joint stakeholder approval required
AR_476,2,Partial - Partial stakeholder involvement
AR_476,3,No - No joint approval
AR_476,4,Not Applicable - No high-impact agents
AR_477,1,Yes - Role-specific training required
AR_477,2,Partial - Training partially enforced
AR_477,3,No - No training requirements
AR_477,4,Not Applicable - No agent roles
AR_478,1,Yes - Guardian agents with dedicated controls
AR_478,2,Partial - Guardian agents partially controlled
AR_478,3,No - Guardian agents trusted by default
AR_478,4,Not Applicable - No guardian agents
AR_479,1,Yes - Guardian agents sandboxed
AR_479,2,Partial - Partial sandboxing
AR_479,3,No - No guardian sandboxing
AR_479,4,Not Applicable - No guardian agents
AR_480,1,Yes - Guardian I/O filtered
AR_480,2,Partial - Filtering partially implemented
AR_480,3,No - No guardian filtering
AR_480,4,Not Applicable - No guardian agents
AR_481,1,Yes - Guardian actions immutably logged
AR_481,2,Partial - Logged without immutability
AR_481,3,No - No guardian logging
AR_481,4,Not Applicable - No guardian agents
AR_482,1,Yes - Lock-in risk reviewed
AR_482,2,Partial - Informal lock-in consideration
AR_482,3,No - No lock-in review
AR_482,4,Not Applicable - No vendor dependencies
AR_1001,1,Yes - Token expiry strategy defined
AR_1001,2,Partial - Strategy partially defined
AR_1001,3,No - No token strategy
AR_1001,4,Not Applicable - No long-running tasks
AR_1002,1,Yes - Humans and agents distinguished
AR_1002,2,Partial - Partial distinction
AR_1002,3,No - No distinction
AR_1002,4,Not Applicable - No federation
AR_1003,1,Yes - Scoped permissions enforced
AR_1003,2,Partial - Scoped permissions partially enforced
AR_1003,3,No - Unrestricted model access
AR_1003,4,Not Applicable - Single model only
AR_1004,1,Yes - System vs user injection analysis
AR_1004,2,Partial - Basic injection detection
AR_1004,3,No - No injection analysis
AR_1004,4,Not Applicable - No prompt shield
AR_1010,1,Yes - Token-type rate limiting enforced
AR_1010,2,Partial - Partial token differentiation
AR_1010,3,No - No token differentiation
AR_1010,4,Not Applicable - No rate limiting
AR_1011,1,Yes - Global quotas with fairness
AR_1011,2,Partial - Global quotas without fairness
AR_1011,3,No - No global quotas
AR_1011,4,Not Applicable - No rate limiting
AR_1012,1,Yes - Dynamic cost-based rate limits
AR_1012,2,Partial - Static rate limits
AR_1012,3,No - No rate limiting
AR_1012,4,Not Applicable - Single model only
AR_1013,1,Yes - Automated rights verification
AR_1013,2,Partial - Manual rights verification
AR_1013,3,No - No rights verification
AR_1013,4,Not Applicable - No data ingestion
AR_1014,1,Yes - Crypto-verifiable data provenance
AR_1014,2,Partial - Basic provenance tracking
AR_1014,3,No - No data provenance
AR_1014,4,Not Applicable - No model training
AR_1015,1,Yes - Automated license verification
AR_1015,2,Partial - Manual license checks
AR_1015,3,No - No license verification
AR_1015,4,Not Applicable - No third-party data
AR_1016,1,Yes - Comprehensive modification audit trail
AR_1016,2,Partial - Partial audit trail
AR_1016,3,No - No audit trail
AR_1016,4,Not Applicable - No data modifications
AR_1017,1,Yes - Enforced instruction separation
AR_1017,2,Partial - Logical separation not enforced
AR_1017,3,No - No separation
AR_1017,4,Not Applicable - No user input
AR_1019,1,Yes - Safe failure protocol defined
AR_1019,2,Partial - Protocol partially defined
AR_1019,3,No - No failure protocol
AR_1019,4,Not Applicable - No bouncers
AR_1020,1,Yes - Input monitored for exfiltration
AR_1020,2,Partial - Limited input monitoring
AR_1020,3,No - No exfiltration monitoring
AR_1020,4,Not Applicable - No sensitive inputs
AR_1021,1,Yes - Prompt minimization applied
AR_1021,2,Partial - Minimization partially applied
AR_1021,3,No - No prompt minimization
AR_1021,4,Not Applicable - No user prompts
AR_1023,1,Yes - Token-level trust distinction
AR_1023,2,Partial - Logical distinction only
AR_1023,3,No - No trust distinction
AR_1023,4,Not Applicable - No user input
AR_1024,1,Yes - External instruction detection
AR_1024,2,Partial - Limited external detection
AR_1024,3,No - No external detection
AR_1024,4,Not Applicable - No external sources
AR_1026,1,Yes - Detection rates documented with behavior
AR_1026,2,Partial - Rates documented without behavior
AR_1026,3,No - No detection documentation
AR_1026,4,Not Applicable - No detectors
AR_1027,1,Low (0-33%)
AR_1027,2,Moderate (34-66%)
AR_1027,3,High (67-100%)
AR_1027,4,Not Applicable
AR_1028,1,Yes - Automated PII redaction buffer
AR_1028,2,Partial - Manual PII redaction
AR_1028,3,No - No privacy buffer
AR_1028,4,Not Applicable - No PII processing
AR_1029,1,Yes - Inspection proxy deployed
AR_1029,2,Partial - Limited proxy inspection
AR_1029,3,No - No inspection proxy
AR_1029,4,Not Applicable - No agent data fetching
AR_1030,1,Yes - Secondary ingestion visibility
AR_1030,2,Partial - Limited visibility
AR_1030,3,No - No secondary visibility
AR_1030,4,Not Applicable - No secondary ingestion
AR_1031,1,Yes - Auto quarantine for schema violations
AR_1031,2,Partial - Alerts without quarantine
AR_1031,3,No - No schema validation
AR_1031,4,Not Applicable - No data ingestion
AR_1032,1,Yes - Volume circuit breakers enforced
AR_1032,2,Partial - Manual intervention required
AR_1032,3,No - No circuit breakers
AR_1032,4,Not Applicable - No ingestion streams
AR_1034,1,Yes - Identity-based decryption enforced
AR_1034,2,Partial - Partial identity controls
AR_1034,3,No - No identity-based decryption
AR_1034,4,Not Applicable - No encrypted storage
AR_1035,1,Yes - WORM storage enforced
AR_1035,2,Partial - Version control without WORM
AR_1035,3,No - No immutable storage
AR_1035,4,Not Applicable - No training sets
AR_1036,1,Yes - Vector DB logically separated
AR_1036,2,Partial - Partial separation
AR_1036,3,No - No separation
AR_1036,4,Not Applicable - No vector database
AR_1037,1,Yes - Strict train/test separation
AR_1037,2,Partial - Partial separation
AR_1037,3,No - No separation
AR_1037,4,Not Applicable - No data transformations
AR_1038,1,Yes - Automated fairness audits
AR_1038,2,Partial - Manual fairness reviews
AR_1038,3,No - No fairness audits
AR_1038,4,Not Applicable - No data transformations
AR_1040,1,Yes - Imputation metadata tagged
AR_1040,2,Partial - Partial metadata tagging
AR_1040,3,No - No imputation tagging
AR_1040,4,Not Applicable - No missing values
AR_1041,1,Yes - Crypto-linked ETL versions
AR_1041,2,Partial - Version tracking without crypto
AR_1041,3,No - No ETL versioning
AR_1041,4,Not Applicable - No ETL pipelines
AR_1043,1,Yes - Entropy monitoring enforced
AR_1043,2,Partial - Periodic entropy checks
AR_1043,3,No - No entropy monitoring
AR_1043,4,Not Applicable - No dimensionality reduction
AR_1044,1,Yes - Auto traceability to raw data
AR_1044,2,Partial - Model version traceability only
AR_1044,3,No - No output traceability
AR_1044,4,Not Applicable - No model training
AR_1045,1,Yes - Auto staleness detection
AR_1045,2,Partial - Manual staleness checks
AR_1045,3,No - No staleness detection
AR_1045,4,Not Applicable - No data catalog
AR_1046,1,Yes - Purpose hard-coded in metadata
AR_1046,2,Partial - Purpose documented separately
AR_1046,3,No - No purpose tracking
AR_1046,4,Not Applicable - No datasets
AR_1047,1,Yes - Stewards with quality alerts
AR_1047,2,Partial - Stewards without alerts
AR_1047,3,No - No data stewards
AR_1047,4,Not Applicable - No data assets
AR_1048,1,Yes - AI-powered shadow PII detection
AR_1048,2,Partial - Manual PII tagging
AR_1048,3,No - No shadow PII detection
AR_1048,4,Not Applicable - No data catalog
AR_1049,1,Yes - Policies embedded and enforced
AR_1049,2,Partial - Policies documented not enforced
AR_1049,3,No - No usage policies
AR_1049,4,Not Applicable - No usage restrictions
AR_1050,1,Yes - Real-time drift alerts
AR_1050,2,Partial - Periodic drift checks
AR_1050,3,No - No drift alerts
AR_1050,4,Not Applicable - No production models
AR_1051,1,Yes - 72-hour data lineage proof
AR_1051,2,Partial - Lineage available with delays
AR_1051,3,No - No data lineage
AR_1051,4,Not Applicable - No regulatory requirements
AR_1053,1,Yes - Mandatory review for exceptions
AR_1053,2,Partial - Optional review process
AR_1053,3,No - No exception review
AR_1053,4,Not Applicable - No high-risk models
AR_1054,1,Yes - Dynamic access policies
AR_1054,2,Partial - Static policies with some checks
AR_1054,3,No - Static username-based policies
AR_1054,4,Not Applicable - No access policies
AR_1055,1,Yes - Adversarial bias testing conducted
AR_1055,2,Partial - Basic bias testing
AR_1055,3,No - No bias testing
AR_1055,4,Not Applicable - No quality rules
AR_1056,1,Yes - Tags persist across systems
AR_1056,2,Partial - Tags partially persist
AR_1056,3,No - Tags do not persist
AR_1056,4,Not Applicable - No data tags
AR_1057,1,Yes - Identity-based decryption enforced
AR_1057,2,Partial - Pre-decryption with access controls
AR_1057,3,No - Plaintext storage
AR_1057,4,Not Applicable - No encrypted data
AR_1058,1,Yes - Agent-specific least-privilege keys
AR_1058,2,Partial - Agent keys without row restrictions
AR_1058,3,No - Shared agent credentials
AR_1058,4,Not Applicable - No AI agents
AR_1059,1,Yes - Auto scraping detection and blocking
AR_1059,2,Partial - Detection without auto blocking
AR_1059,3,No - No scraping detection
AR_1059,4,Not Applicable - No APIs
AR_1060,1,Yes - API-level prompt firewall
AR_1060,2,Partial - Limited prompt inspection
AR_1060,3,No - No prompt firewall
AR_1060,4,Not Applicable - No API prompts
AR_1061,1,Yes - Short-lived geofenced tokens
AR_1061,2,Partial - Short-lived tokens without geofencing
AR_1061,3,No - Long-lived tokens
AR_1061,4,Not Applicable - No API tokens
AR_1062,1,Yes - Automated zombie API scanning
AR_1062,2,Partial - Manual API audits
AR_1062,3,No - No zombie API scanning
AR_1062,4,Not Applicable - No APIs
AR_1063,1,Yes - Egress monitoring with blocking
AR_1063,2,Partial - Monitoring without blocking
AR_1063,3,No - No egress monitoring
AR_1063,4,Not Applicable - No external transfers
AR_1064,1,Yes - Automated input drift alerts
AR_1064,2,Partial - Periodic drift checks
AR_1064,3,No - No drift alerts
AR_1064,4,Not Applicable - No production models
AR_1065,1,Yes - Correlation to upstream errors
AR_1065,2,Partial - Limited correlation capability
AR_1065,3,No - No error correlation
AR_1065,4,Not Applicable - No monitoring
AR_1066,1,Yes - Real-time velocity monitoring
AR_1066,2,Partial - Periodic velocity checks
AR_1066,3,No - No velocity monitoring
AR_1066,4,Not Applicable - No agents
AR_1067,1,Yes - Data recency alerts configured
AR_1067,2,Partial - Manual recency checks
AR_1067,3,No - No recency alerts
AR_1067,4,Not Applicable - No vector database
AR_1068,1,Yes - Agent intent monitoring enforced
AR_1068,2,Partial - Limited intent monitoring
AR_1068,3,No - No intent monitoring
AR_1068,4,Not Applicable - No autonomous agents
AR_1077,1,Yes - Auto loop termination enforced
AR_1077,2,Partial - Manual intervention required
AR_1077,3,No - No loop detection
AR_1077,4,Not Applicable - No AI agents
AR_1082,1,Yes - Unified searchable namespace
AR_1082,2,Partial - Partial namespace integration
AR_1082,3,No - Separate namespaces
AR_1082,4,Not Applicable - No vector database
AR_1083,1,Yes - Automated egress alerts configured
AR_1083,2,Partial - Manual egress monitoring
AR_1083,3,No - No egress alerts
AR_1083,4,Not Applicable - No cloud regions
AR_1087,1,Yes - Sub-60-second drift alerts
AR_1087,2,Partial - Delayed drift detection
AR_1087,3,No - No drift alerts
AR_1087,4,Not Applicable - No cluster management
AR_1088,1,Yes - VM-level isolation enforced
AR_1088,2,Partial - Process-level isolation only
AR_1088,3,No - No tenant isolation
AR_1088,4,Not Applicable - Single tenant only
AR_1092,1,Yes - Daily-rotated crypto identities
AR_1092,2,Partial - Static agent identities
AR_1092,3,No - Shared credentials
AR_1092,4,Not Applicable - No AI agents
AR_1093,1,Yes - Immutable log vault enforced
AR_1093,2,Partial - Logs with limited protection
AR_1093,3,No - Mutable logs
AR_1093,4,Not Applicable - No logs retained
AR_1094,1,Yes - AI cluster microsegmented
AR_1094,2,Partial - Network-level segmentation only
AR_1094,3,No - No microsegmentation
AR_1094,4,Not Applicable - No AI cluster
AR_1095,1,Yes - Monthly AI red teaming
AR_1095,2,Partial - Annual or ad-hoc testing
AR_1095,3,No - No AI red teaming
AR_1095,4,Not Applicable - No AI infrastructure
AR_1096,1,Yes - Auto re-indexing on updates
AR_1096,2,Partial - Manual re-indexing
AR_1096,3,No - No re-indexing
AR_1096,4,Not Applicable - No vector database
AR_1097,1,Yes - Adversarial context validation
AR_1097,2,Partial - Basic content validation
AR_1097,3,No - No context validation
AR_1097,4,Not Applicable - No knowledge base
AR_1098,1,Yes - Automated PII stripping
AR_1098,2,Partial - Manual PII removal
AR_1098,3,No - No PII stripping
AR_1098,4,Not Applicable - No embeddings
AR_1099,1,Yes - Outdated knowledge flagged
AR_1099,2,Partial - Manual knowledge updates
AR_1099,3,No - No knowledge dating
AR_1099,4,Not Applicable - No temporal data
