QID,Question_Group
AR_479,"Question Group 028: Hardening AI infrastructure, APIs, Identity and Access Management (IAM), and container orchestrations using Infrastructure-as-Code (IaC), secret management, and zero-day patching."
AR_480,"Question Group 016: Engineering and validating GenAI prompts, RAG corpora, runtime guardrails, and indirect prompt injection defenses."
AR_481,"Question Group 008: Governing the master AI system inventory, compliance records, version histories, and regulated record retention."
AR_482,"Question Group 001: Governing Third-Party Risk Management (TPRM) for AI vendors, including concentration thresholds, contractual SLAs, sub-processor mapping, and exit strategies."
AR_1001,"Question Group 034: Deploying and managing runtime input/output guardrails, semantic intent classifiers, prompt injection defenses, and safe-failure degradation architectures."
AR_1002,"Question Group 033: Governing autonomous AI agent identity federation, scoped API permissions, credential brokering, and dynamic context-aware access controls."
AR_1003,"Question Group 033: Governing autonomous AI agent identity federation, scoped API permissions, credential brokering, and dynamic context-aware access controls."
AR_1004,"Question Group 034: Deploying and managing runtime input/output guardrails, semantic intent classifiers, prompt injection defenses, and safe-failure degradation architectures."
AR_1010,"Question Group 035: Executing AI FinOps, configuring granular token-based rate limiting, managing cloud compute cost circuit breakers, and enforcing global utilization quotas."
AR_1011,"Question Group 035: Executing AI FinOps, configuring granular token-based rate limiting, managing cloud compute cost circuit breakers, and enforcing global utilization quotas."
AR_1012,"Question Group 035: Executing AI FinOps, configuring granular token-based rate limiting, managing cloud compute cost circuit breakers, and enforcing global utilization quotas."
AR_1013,"Question Group 036: Automating data ingestion rights verification, cryptographic lineage tracking, schema validation, and enforcing WORM storage for immutable training sets."
AR_1014,"Question Group 036: Automating data ingestion rights verification, cryptographic lineage tracking, schema validation, and enforcing WORM storage for immutable training sets."
AR_1015,"Question Group 036: Automating data ingestion rights verification, cryptographic lineage tracking, schema validation, and enforcing WORM storage for immutable training sets."
AR_1016,"Question Group 036: Automating data ingestion rights verification, cryptographic lineage tracking, schema validation, and enforcing WORM storage for immutable training sets."
AR_1017,"Question Group 034: Deploying and managing runtime input/output guardrails, semantic intent classifiers, prompt injection defenses, and safe-failure degradation architectures."
AR_1019,"Question Group 034: Deploying and managing runtime input/output guardrails, semantic intent classifiers, prompt injection defenses, and safe-failure degradation architectures."
AR_1020,"Question Group 037: Architecting advanced AI data security, including pre-ingestion PII redaction buffers, Data Loss Prevention (DLP), HYOK encryption, and identity-based decryption."
AR_1021,"Question Group 037: Architecting advanced AI data security, including pre-ingestion PII redaction buffers, Data Loss Prevention (DLP), HYOK encryption, and identity-based decryption."
AR_1023,"Question Group 034: Deploying and managing runtime input/output guardrails, semantic intent classifiers, prompt injection defenses, and safe-failure degradation architectures."
AR_1024,"Question Group 034: Deploying and managing runtime input/output guardrails, semantic intent classifiers, prompt injection defenses, and safe-failure degradation architectures."
AR_1026,"Question Group 034: Deploying and managing runtime input/output guardrails, semantic intent classifiers, prompt injection defenses, and safe-failure degradation architectures."
AR_1027,"Question Group 017: Conducting red-teaming, adversarial stress-testing (RAG poisoning, model inversion/privacy attacks), and data poisoning defense."
AR_1028,"Question Group 037: Architecting advanced AI data security, including pre-ingestion PII redaction buffers, Data Loss Prevention (DLP), HYOK encryption, and identity-based decryption."
AR_1029,"Question Group 034: Deploying and managing runtime input/output guardrails, semantic intent classifiers, prompt injection defenses, and safe-failure degradation architectures."
AR_1030,"Question Group 020: Scanning for, restricting, and remediating unauthorized or ""shadow"" AI tools."
AR_1031,"Question Group 036: Automating data ingestion rights verification, cryptographic lineage tracking, schema validation, and enforcing WORM storage for immutable training sets."
AR_1032,"Question Group 035: Executing AI FinOps, configuring granular token-based rate limiting, managing cloud compute cost circuit breakers, and enforcing global utilization quotas."
AR_1034,"Question Group 037: Architecting advanced AI data security, including pre-ingestion PII redaction buffers, Data Loss Prevention (DLP), HYOK encryption, and identity-based decryption."
AR_1035,"Question Group 036: Automating data ingestion rights verification, cryptographic lineage tracking, schema validation, and enforcing WORM storage for immutable training sets."
AR_1036,"Question Group 037: Architecting advanced AI data security, including pre-ingestion PII redaction buffers, Data Loss Prevention (DLP), HYOK encryption, and identity-based decryption."
AR_1037,"Question Group 038: Auditing feature engineering pipelines to strictly isolate transformations, prevent data leakage, verify fairness representations, and test embedding reversibility."
AR_1038,"Question Group 038: Auditing feature engineering pipelines to strictly isolate transformations, prevent data leakage, verify fairness representations, and test embedding reversibility."
AR_1040,"Question Group 039: Governing AI data catalogs, persistent metadata tagging, automated PII discovery, and human-in-the-loop data stewardship workflows."
AR_1041,"Question Group 036: Automating data ingestion rights verification, cryptographic lineage tracking, schema validation, and enforcing WORM storage for immutable training sets."
AR_1043,"Question Group 038: Auditing feature engineering pipelines to strictly isolate transformations, prevent data leakage, verify fairness representations, and test embedding reversibility."
